,token_address,from_address,to_address,token_id,transaction_hash,log_index,block_height,action,block_signed_at,maker,taker,price,sender,receiver,currency,market_place
51,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x538df212def9d27b646b733cb267a69cbe1b77ad,0x3284c24b832846d960bccd71a0424b3812c93da8,1010,0x8e29a03c9f9b4449db070598f541805c2ba1a9bcc3ea05ba6966a4a23942ee54,725,15052634,Transfer,2022-06-30T21:34:30Z,,,,,,,
52,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xcd286ad6d4b526e59033c202e0406dafbf23d5eb,0x8f8366fd7b83f1017e134e05989a5c8048404709,4011,0xdefd2cbeae94998c234381454c2b72fb9e9bf731728eb6659a77e97d3ac8cdc0,721,15049961,Transfer,2022-06-30T10:43:32Z,,,,,,,
53,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0d24dfe1b6af8d38c9a5fcfd5b9ea5ff735ec0e1,0x1e6c02d4f25dff92b8355abbac1b9522e0a7e8e9,4776,0x1b58565474aa4debe0ee8d1f5057f84c321d06fd478acd3baf2082197709a1ca,720,15052263,Transfer,2022-06-30T20:11:42Z,,,,,,,
54,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x60e701a8a56aa1136e3dc836b8e7d21419d71f17,2174,0xe0e2ebb1d25cc29af91d263a15b58a40b2feba6a850224e1d38718ce040cac8f,717,15047378,Minted,2022-06-29T23:02:09Z,,,,,,,
55,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xbcfb1004ba025706aca6eea88227e42700350363,4039,0xbbb6b23c90eca01cc930340552b539135138db1d29fd7cb47dd14986a664923b,715,15049965,Minted,2022-06-30T10:44:27Z,,,,,,,
56,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x01c650a38045662a03154fc932d5eb2c00ae36e2,2955,0xa6240aa0a2a8e0fa9f779f9680dee3ea9404ba2324a8f7407d8859b01127e88c,710,15048032,Minted,2022-06-30T02:01:25Z,,,,,,,
57,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x25dd9cd8d95324804e34bbc69d4322db3504ff1f,0x1c163b72d5a6bca2fc0535a1df2bbc39fbaed2f5,1199,0xa0569fa12e8da6716ce70829a9e2443f9378e4ce0717cba31c1219b80249acd6,708,15060378,Transfer,2022-07-02T02:35:54Z,,,,,,,
58,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xbeeaac3320cc5effd93b6e4ddc2d2106ff844879,3966,0xb57086e6e49853d9bd28b7f4d8dc4426db1a75fdccf3b37a3bfcfc8b6aa4d592,699,15049858,Minted,2022-06-30T10:16:54Z,,,,,,,
59,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xef7760023ba8e07d27688f2cc9929002335c5e8c,0x3e297058eb1f846b78fc76620d6f49ba17dcfc42,3578,0xabb9657c87839258abf2e5c2c9883218c47e0dd6f96e6b81e33f83015a554817,698,15050120,Transfer,2022-06-30T11:25:32Z,,,,,,,
60,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x4756465a3e213bf68751deb690f16f31cc5dfd03,0x8f8366fd7b83f1017e134e05989a5c8048404709,3902,0xdcf767995e9068047fd9306c5ba85fc014f18f5f4875ffaf1bd06a825cc1455f,696,15049601,Transfer,2022-06-30T09:08:26Z,,,,,,,
61,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xc364777b1f09d8d6ce51fa94b61a41e9b53ae7de,3634,0x57926744e8ecc17486a1b0275b837d74d33b4b83faaab9313564a5b9c53cf8a3,695,15048687,Minted,2022-06-30T04:58:03Z,,,,,,,
62,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x5300892fd4c99c395b753803aa7add39abc6d0c3,2631,0xc6521ac76d89ce221325e0ed7c7d99df4a0088c616f6d59f18066e3493bacefa,694,15047600,Minted,2022-06-30T00:00:50Z,,,,,,,
63,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x3ed5e0f23e82efeb76056e44f30d392cf838fd18,4094,0xf760356642c2e82fac29cbb4710310b0ebea3c5c309b0a84075dc7a0b4a04ecd,694,15050063,Minted,2022-06-30T11:10:32Z,,,,,,,
64,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xe39abefdb7a7c82d93eab0b98bd1f6a530fbc361,4028,0xb65f6e7ad1e0604367865a582717988b702cbb5fce36869d35a1d6f44e282ced,692,15049948,Minted,2022-06-30T10:40:59Z,,,,,,,
65,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x4adecbb0dd0ab35eee8172405f18050cf741d9b0,0x77853c70e8083c69e6b1ac195bf27127af39d7a3,4860,0xf8f107cd547f3f3a827890486c2d036b408921076bb9859d2e8fe32b02650885,691,15052263,Transfer,2022-06-30T20:11:42Z,,,,,,,
66,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x41f21ff15605f94e4356dda8273dc1785b6ef6bc,3427,0x31b8f6607f52f4a469c91fae146d4e1fe3c2fafa0098790c5e3e0fa1cf8c976c,690,15048518,Minted,2022-06-30T04:13:11Z,,,,,,,
67,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x1057b6adb95680c811c256a393f5c523d94fd6a6,0x39ccc0175abbc1599dac58226a4a8be395bee79b,3631,0x1ca37b55169bd97a3b1d8149ecc5a4afc15409fa104c550316e85e94d460313a,689,15053196,Transfer,2022-06-30T23:53:06Z,,,,,,,
68,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xb61ddb0370ae548486101b008d8901d705c3edc6,0x31b8f26ed95900fcff35878eb61df244049d57ca,2827,0x2776b5f5559e3d5f5e2d6ecc92effd2e6f5306db22416c582c736df79983b9a0,688,15050445,Transfer,2022-06-30T12:53:27Z,,,,,,,
69,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x3d9c4678940c39019664025cc778d5aa7fc7f431,0xb0afdf3cbe474ce82733930b39fea30c563ca947,5020,0x3a08f5dd85b94d0f20151e63da442174af4ea59174456561bea3eff672c46141,687,15052590,Transfer,2022-06-30T21:25:09Z,,,,,,,
70,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,0xd70ab49865e3f68981f45a72c79358870ed22d11,1119,0x2c95a1f6ef1202df54a2de946a5872546f07b23e19238c64484eeec9f5193b74,686,15052905,Transfer,2022-06-30T22:34:46Z,,,,,,,
71,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x16cfcccab8ee0f140e51d994be02dcdc6f1322d5,2639,0xaad189de4304103cc911a61faf3941ec4669e2b2109d61f22b6108d2231292fc,686,15047609,Minted,2022-06-30T00:02:36Z,,,,,,,
72,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xea3a82f8c734f09ba23aff35cc35c492bb1e78b7,0xdc67e4afc3546d1ec45c4b0d56bfbd9d9ba16a3a,3713,0x2379f756105f62a37380f53e0c6424ec5ea9be67e6893a494eccc15343055f46,685,15049286,Transfer,2022-06-30T07:43:32Z,,,,,,,
73,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xfaf503b43d3aaa149c858be350023e15e1145177,2071,0x2c3c3837a0b3ecc25582eed5e5b6f56139f53cf40af96225f901ec3f399de07b,684,15047326,Minted,2022-06-29T22:50:33Z,,,,,,,
74,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x6601e9b87becca34ec0fee3550a43a8fc58a9090,0x5103a167e0227c62cd26c5af9fbbbca08afce79f,2973,0x4aff4b7719dde6d1ffdfaaed5d35b769d85e3018163aeab5146f9bf45d8d5dd5,683,15059549,Transfer,2022-07-01T23:32:18Z,,,,,,,
75,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xc64d379b5bad343bab116e8e7895a18881ccc121,0x94de0fdfaa489604490aeaac892d2b6eec7c63de,4596,0x91ca595fc99ae90877e37b5754f254ac4115641a1c36e6d1343216dfb23fefde,683,15051422,Transfer,2022-06-30T16:53:01Z,,,,,,,
76,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x7629d07c02cb103d19a4ed904b3a8d7788d34efd,0xcd59c3e2ea73a147fc1c74d8eba401bcb6834fc0,2805,0xa3ee2dffcda995b632e5f4eae90a9f1316ea3f0d9e3577ca64085e7a7fa1556a,683,15052902,Transfer,2022-06-30T22:33:43Z,,,,,,,
77,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x4aea7845691265d6c84de35f8603ed3577b28202,3583,0x62e727b7ddb00b1d90b629b29963c977c8c672bd098b2481ead44ea2964289c0,682,15048651,Minted,2022-06-30T04:47:21Z,,,,,,,
78,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0dbf7edd74577c258d37c508883c677f768ae44b,0x3a86fd7949f1bd3b2bfb8da3f5e86cfedc79e0fb,2397,0xbf758f89cac0355a69631ef1bc1d8b0ca36315601ed1ba8fe15ae4e712cb64ab,682,15058673,Transfer,2022-07-01T20:17:57Z,,,,,,,
79,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xf6c265d3eaec653e59e1abb12176921fc5e6eee7,0x44f52df46aa7077121ffc24c21b3c39716e4a921,4133,0x7e7795bb02d80aa324df42ea0e7223b421dbd8ef2a88419f3c5b521c567fae5b,680,15054678,Transfer,2022-07-01T05:15:07Z,,,,,,,
80,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xe19bed03e85e64dab18f4a0687de0c6a4c8f4396,2950,0x96e3cce758626a609049a70b35862f2007d0e7dd166de3082637a17f6810422c,679,15048021,Minted,2022-06-30T01:56:00Z,,,,,,,
81,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x23691084b2d8e556340b6e6e1a1087ddd036cc77,0xcab2c1ed4d1091571c46a6e1650cb0d5d90bdc4e,2307,0x7099d480643ddb0f9648b9593d9c0f6ca154686e84c56ebbd8857da8a717f41e,678,15059544,Transfer,2022-07-01T23:31:13Z,,,,,,,
82,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xc49f2fa4629e51e9c9fe0bc529149b244d1deeee,2234,0x22eb54b01fbd67135a206127fdd7bcee78da5780acb257b22fd9e5a9c187708e,677,15047398,Minted,2022-06-29T23:07:02Z,,,,,,,
